City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
470,Inhambane,MZ,-23.865,35.3833,78.15,72,98,9.6,overcast clouds,2022-02-05 02:03:10
471,Le Vauclin,MQ,14.5452,-60.8388,73.85,88,0,4.61,clear sky,2022-02-05 02:03:11
472,Port Hedland,AU,-20.3167,118.5667,93.25,55,75,19.57,broken clouds,2022-02-05 02:03:11
473,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,76,0,4.61,clear sky,2022-02-05 01:58:53
474,Vanimo,PG,-2.6741,141.3028,85.6,69,60,7.49,broken clouds,2022-02-05 02:03:12
475,Saint-Lo,FR,49.1162,-1.0903,43.99,92,72,4.61,broken clouds,2022-02-05 02:03:12
476,Shingu,JP,33.7333,135.9833,39.9,49,9,16.93,clear sky,2022-02-05 02:03:13
477,Madras,IN,13.0878,80.2785,78.78,89,75,3.44,mist,2022-02-05 02:02:47
478,Halden,NO,59.1226,11.3871,34.23,77,73,13.02,broken clouds,2022-02-05 02:03:13
479,Griffith,US,41.5284,-87.4237,19.89,82,100,3.0,overcast clouds,2022-02-05 02:03:14
480,Talara,PE,-4.5772,-81.2719,71.73,84,31,13.27,scattered clouds,2022-02-05 02:03:14
481,Belfast,GB,54.5833,-5.9333,38.37,87,40,12.66,scattered clouds,2022-02-05 02:00:13
482,Mongo,TD,12.1844,18.693,63.37,17,10,8.86,clear sky,2022-02-05 02:03:15
483,Hearst,CA,49.6835,-83.6665,-13.85,97,59,2.95,broken clouds,2022-02-05 02:03:15
484,Bargi,IN,22.9833,79.8667,52.92,38,0,3.8,clear sky,2022-02-05 02:03:16
485,Ottawa,CA,45.4112,-75.6981,9.99,74,100,1.01,overcast clouds,2022-02-05 02:01:45
486,High Level,CA,58.5169,-117.136,-2.09,84,100,5.75,light snow,2022-02-05 02:03:16
487,Graneros,CL,-34.0667,-70.7333,54.68,53,1,1.57,clear sky,2022-02-05 02:03:17
488,Mackay,AU,-21.15,149.2,84.69,69,92,20.8,overcast clouds,2022-02-05 02:01:42
489,Anloga,GH,5.7947,0.8973,79.93,82,1,8.23,clear sky,2022-02-05 02:03:17
490,Lubao,PH,14.9167,120.55,84.15,59,83,17.47,broken clouds,2022-02-05 02:03:17
491,Saint Anthony,US,45.0205,-93.218,4.6,72,21,1.99,few clouds,2022-02-05 02:00:20
492,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.31,98,100,0.87,light rain,2022-02-05 02:03:18
493,Vanavara,RU,60.34,102.2797,7.14,94,100,5.97,overcast clouds,2022-02-05 02:01:15
494,Oistins,BB,13.0667,-59.5333,77.09,69,40,12.66,scattered clouds,2022-02-05 02:03:19
495,Hofn,IS,64.2539,-15.2082,25.81,64,100,13.98,overcast clouds,2022-02-05 02:03:19
496,Yar-Sale,RU,66.8333,70.8333,1.67,99,94,5.61,overcast clouds,2022-02-05 02:03:19
497,Datong,CN,40.0936,113.2914,13.91,47,5,3.33,clear sky,2022-02-05 02:03:20
498,Kanelovskaya,RU,46.5908,39.19,29.52,92,97,9.22,overcast clouds,2022-02-05 02:03:20
499,Tingi,TZ,-11.3,35.0333,61.83,94,99,2.28,overcast clouds,2022-02-05 02:03:21
500,Japura,ID,-0.3167,102.35,78.6,86,100,1.21,moderate rain,2022-02-05 02:03:21
501,Coahuayana,MX,18.7333,-103.6833,76.48,77,5,1.9,clear sky,2022-02-05 02:03:21
502,Tuy Hoa,VN,13.0833,109.3,74.98,88,70,15.9,broken clouds,2022-02-05 02:03:22
503,Nouadhibou,MR,20.931,-17.0347,66.09,69,1,11.74,clear sky,2022-02-05 02:03:22
504,Paka,MY,4.6374,103.4368,78.55,86,80,9.84,broken clouds,2022-02-05 02:03:22
505,Komsomolskiy,UZ,40.4272,71.7189,31.42,68,100,4.61,overcast clouds,2022-02-05 02:03:23
506,Kloulklubed,PW,7.0419,134.2556,82.9,78,8,18.81,clear sky,2022-02-05 02:03:23
507,Takoradi,GH,4.8845,-1.7554,79.3,81,48,5.08,light rain,2022-02-05 02:03:24
508,Shieli,KZ,44.1667,66.75,30.47,69,100,7.81,overcast clouds,2022-02-05 02:03:24
509,Berlevag,NO,70.8578,29.0864,21.09,80,100,28.43,light snow,2022-02-05 02:03:25
510,Yei,SS,4.095,30.6779,73.72,30,97,3.44,overcast clouds,2022-02-05 02:00:22
511,Bandarbeyla,SO,9.4942,50.8122,72.12,75,0,3.4,clear sky,2022-02-05 02:04:25
512,Lesosibirsk,RU,58.2358,92.4828,22.28,95,100,8.99,light snow,2022-02-05 02:04:26
513,Te Anau,NZ,-45.4167,167.7167,63.09,40,5,4.81,clear sky,2022-02-05 02:04:26
514,Omaruru,NA,-21.4333,15.9333,69.55,61,91,4.5,overcast clouds,2022-02-05 02:04:26
515,Sangar,RU,63.9242,127.4739,-30.32,98,96,1.5,overcast clouds,2022-02-05 02:04:27
516,Cidreira,BR,-30.1811,-50.2056,73.0,91,17,4.16,few clouds,2022-02-05 02:04:27
517,Alta Floresta,BR,-9.8756,-56.0861,72.81,94,53,3.47,broken clouds,2022-02-05 02:04:27
518,Platanos,GR,37.6667,21.6167,46.08,72,3,5.08,clear sky,2022-02-05 02:04:28
519,Dongying,CN,37.4564,118.4856,28.47,30,3,10.8,clear sky,2022-02-05 02:04:28
520,Wanning,CN,18.8003,110.3967,65.5,83,100,10.98,overcast clouds,2022-02-05 02:04:28
521,Saint-Joseph,RE,-21.3667,55.6167,79.18,85,100,22.66,light rain,2022-02-05 02:04:29
522,Abu Dhabi,AE,24.4667,54.3667,64.96,87,0,1.01,clear sky,2022-02-05 02:04:07
523,Codrington,AU,-38.2667,141.9667,71.87,51,97,16.08,overcast clouds,2022-02-05 02:04:29
524,Mpulungu,ZM,-8.7623,31.1141,69.01,86,100,2.06,overcast clouds,2022-02-05 02:04:30
525,Bonnyville,CA,54.2668,-110.735,4.41,97,100,5.3,snow,2022-02-05 02:04:30
526,North Branch,US,45.5113,-92.9802,4.39,72,33,5.21,scattered clouds,2022-02-05 02:04:31
527,Haines Junction,CA,60.7522,-137.5108,1.85,99,100,1.92,overcast clouds,2022-02-05 02:04:14
528,Carbonia,IT,39.1672,8.5222,49.01,90,100,8.57,overcast clouds,2022-02-05 02:04:31
529,Laguna,US,38.421,-121.4238,59.5,55,0,0.0,clear sky,2022-02-05 02:04:32
530,Torbay,CA,47.6666,-52.7314,33.76,96,100,5.23,snow,2022-02-05 02:04:32
531,Eureka,US,40.8021,-124.1637,48.74,86,100,3.0,overcast clouds,2022-02-05 02:04:32
532,Itoman,JP,26.1247,127.6694,62.98,55,75,18.41,broken clouds,2022-02-05 02:04:33
533,Kirakira,SB,-10.4544,161.9205,84.25,75,100,6.15,overcast clouds,2022-02-05 02:04:33
534,Roxana,CR,10.2753,-83.7513,81.12,96,14,3.27,few clouds,2022-02-05 02:04:34
535,Alice Springs,AU,-23.7,133.8833,74.75,43,0,8.05,clear sky,2022-02-05 02:00:12
536,Arrecife,ES,28.963,-13.5477,66.27,77,0,10.36,clear sky,2022-02-05 02:04:34
537,Boende,CD,-0.2167,20.8667,70.18,77,100,2.55,overcast clouds,2022-02-05 02:04:35
538,Maningrida,AU,-12.0667,134.2667,87.76,61,70,8.72,broken clouds,2022-02-05 02:04:35
539,Port-Gentil,GA,-0.7193,8.7815,79.43,80,53,8.7,broken clouds,2022-02-05 02:04:35
540,Jaworzno,PL,50.2053,19.275,41.36,82,100,14.41,overcast clouds,2022-02-05 02:04:36
541,Lieksa,FI,63.3167,30.0167,18.14,82,100,19.01,overcast clouds,2022-02-05 02:04:36
542,Diffa,NE,13.3154,12.6113,61.65,40,4,11.61,clear sky,2022-02-05 02:04:37
543,Tura,IN,25.5198,90.2201,54.64,93,27,1.79,scattered clouds,2022-02-05 02:04:37
544,Bowen,AU,-20.0167,148.2333,84.92,59,94,18.84,overcast clouds,2022-02-05 02:04:37
545,Harper,LR,4.375,-7.7169,78.66,83,73,5.12,light rain,2022-02-05 02:04:38
546,Yulara,AU,-25.2406,130.9889,80.04,21,0,11.32,clear sky,2022-02-05 02:04:38
547,Dargaville,NZ,-35.9333,173.8833,83.07,50,94,11.1,overcast clouds,2022-02-05 02:04:39
548,Mayo,US,38.8876,-76.5119,37.78,83,100,7.0,light rain,2022-02-05 02:04:39
549,Mesyagutovo,RU,55.5303,58.2528,16.68,92,100,2.48,overcast clouds,2022-02-05 02:04:39
550,Ixtapa,MX,20.7,-105.2,72.63,73,75,5.75,broken clouds,2022-02-05 02:04:40
551,Goure,NE,13.9835,10.2704,55.53,21,1,10.98,clear sky,2022-02-05 02:04:40
552,Gualaquiza,EC,-3.4,-78.55,63.25,98,82,1.32,moderate rain,2022-02-05 02:04:41
553,Kargasok,RU,59.0556,80.8572,22.12,91,100,11.99,overcast clouds,2022-02-05 02:03:04
554,Saint-Francois,FR,46.4154,3.9054,42.24,87,100,12.66,overcast clouds,2022-02-05 02:04:41
555,Adre,TD,13.4667,22.2,58.32,24,6,19.8,clear sky,2022-02-05 02:04:42
556,Kilindoni,TZ,-7.9139,39.6668,74.5,92,100,14.0,heavy intensity rain,2022-02-05 02:04:42
557,Tanout,NE,14.9709,8.8879,53.4,22,0,13.76,clear sky,2022-02-05 02:04:43
558,Nogales,MX,31.3086,-110.9422,46.31,16,0,9.22,clear sky,2022-02-05 02:04:43
559,Nizhniy Odes,RU,63.6445,54.856,-9.65,100,100,1.32,overcast clouds,2022-02-05 02:05:43
560,Valparaiso,CL,-33.0393,-71.6273,62.24,88,0,4.61,clear sky,2022-02-05 02:05:44
561,Jurm,AF,36.8648,70.8342,20.39,30,0,7.58,clear sky,2022-02-05 02:05:44
562,Iberia,US,29.9502,-91.7507,39.27,75,40,11.5,scattered clouds,2022-02-05 02:05:45
563,Saavedra,PH,9.9852,123.3716,80.47,78,87,17.25,overcast clouds,2022-02-05 02:05:45
564,Inta,RU,66.0317,60.1659,2.07,98,100,5.35,overcast clouds,2022-02-05 02:05:46
565,Zhaoyuan,CN,37.3592,120.3964,28.26,39,5,17.2,clear sky,2022-02-05 02:05:46
566,Baghdad,IQ,33.3406,44.4009,51.76,66,43,8.32,scattered clouds,2022-02-05 02:02:04
567,Lokosovo,RU,61.1333,74.8167,8.08,98,100,4.92,overcast clouds,2022-02-05 02:05:47
568,El Fuerte,MX,26.4189,-108.6194,64.27,47,0,6.89,clear sky,2022-02-05 02:05:47
569,Kaniama,CD,-7.5667,24.1833,62.73,97,100,0.92,overcast clouds,2022-02-05 02:05:48
570,Pisco,PE,-13.7,-76.2167,66.25,82,0,9.22,clear sky,2022-02-05 02:05:48
571,Kon Tum,VN,14.35,108.0,70.99,72,100,7.18,overcast clouds,2022-02-05 02:05:49
572,Batagay-Alyta,RU,67.8006,130.4114,-22.54,97,71,1.63,broken clouds,2022-02-05 02:05:49
573,Lusaka,ZM,-15.4067,28.2871,62.28,99,100,3.76,light rain,2022-02-05 02:04:42
574,Kiunga,PG,-6.1219,141.2906,91.27,51,89,3.49,overcast clouds,2022-02-05 02:04:13
575,Khipro,PK,25.8285,69.3772,57.49,62,0,7.02,clear sky,2022-02-05 02:05:50
576,Aldan,RU,58.6031,125.3894,-4.36,94,100,2.73,overcast clouds,2022-02-05 02:05:50
577,Katsuura,JP,35.1333,140.3,47.19,42,96,12.48,overcast clouds,2022-02-05 02:05:50
578,Zhigansk,RU,66.7697,123.3711,-28.88,99,99,5.23,overcast clouds,2022-02-05 02:05:51
579,Buckeye,US,33.3703,-112.5838,60.58,17,0,5.75,clear sky,2022-02-05 02:05:27
580,Gavle,SE,60.6745,17.1417,32.5,92,100,8.01,overcast clouds,2022-02-05 02:05:52
581,Saurimo,AO,-9.6608,20.3916,62.69,97,99,3.58,overcast clouds,2022-02-05 02:05:52
582,Vostok,RU,46.4856,135.8833,-1.64,86,100,4.47,overcast clouds,2022-02-05 02:05:53
583,Imphal,IN,24.8167,93.95,54.03,92,100,2.08,overcast clouds,2022-02-05 02:04:46
584,Walvis Bay,NA,-22.9575,14.5053,67.08,83,95,6.58,overcast clouds,2022-02-05 02:05:53
585,Boa Esperanca,BR,-21.09,-45.5658,68.76,94,100,3.85,heavy intensity rain,2022-02-05 02:05:54
586,Lubumbashi,CD,-11.6609,27.4794,60.3,97,100,2.75,overcast clouds,2022-02-05 02:05:54
587,Iaciara,BR,-14.0958,-46.6317,72.81,87,92,1.41,moderate rain,2022-02-05 02:05:54
588,Tiarei,PF,-17.5333,-149.3333,86.02,74,26,13.91,light rain,2022-02-05 02:05:55
589,Horsham,GB,51.064,-0.3272,40.73,74,0,8.05,clear sky,2022-02-05 02:05:55
590,Bilibino,RU,68.0546,166.4372,-4.97,79,0,4.54,clear sky,2022-02-05 02:05:56
591,Santa Luzia,BR,-19.7697,-43.8514,72.5,95,100,0.83,overcast clouds,2022-02-05 02:05:14
592,Daru,PG,-9.0763,143.2092,84.96,68,100,11.34,overcast clouds,2022-02-05 02:05:56
593,Trat,TH,12.5,102.5,83.25,57,53,14.45,broken clouds,2022-02-05 02:05:56
594,Vytegra,RU,61.0064,36.4481,3.47,97,72,8.01,broken clouds,2022-02-05 02:05:57
595,Kodinar,IN,20.7903,70.7031,60.78,65,77,3.31,broken clouds,2022-02-05 02:05:57
596,Santa Fe,AR,-31.6333,-60.7,77.02,76,84,4.0,broken clouds,2022-02-05 02:05:40
597,Santa Maria,BR,-29.6842,-53.8069,73.36,89,40,2.75,scattered clouds,2022-02-05 02:04:54
598,Kang,BW,-23.6752,22.7876,68.92,72,11,9.48,few clouds,2022-02-05 02:05:58
599,Urucui,BR,-7.2294,-44.5561,76.66,80,100,2.13,overcast clouds,2022-02-05 02:05:58
600,Berkovica,BA,44.6156,18.4294,33.31,77,72,4.63,broken clouds,2022-02-05 02:05:59
601,Palmer,US,42.1584,-72.3287,29.91,86,100,3.0,overcast clouds,2022-02-05 02:01:30
602,Seymchan,RU,62.8833,152.4333,-24.86,94,31,0.67,scattered clouds,2022-02-05 02:05:59
603,Helong,CN,42.5397,128.9972,8.56,58,72,11.39,broken clouds,2022-02-05 02:05:59
604,Ojinaga,MX,29.5667,-104.4167,41.41,38,0,0.0,clear sky,2022-02-05 02:06:00
605,Nicoya,CR,10.1483,-85.452,80.15,72,15,9.37,few clouds,2022-02-05 02:06:00
606,Raga,SS,8.4596,25.678,69.46,18,79,8.37,broken clouds,2022-02-05 02:07:01
607,Kokstad,ZA,-30.5472,29.4241,58.28,99,100,1.99,light rain,2022-02-05 02:07:02
608,Sorong,ID,-0.8833,131.25,84.54,72,100,15.41,overcast clouds,2022-02-05 02:05:16
609,Miraflores,MX,19.2167,-98.8083,66.87,55,4,3.4,clear sky,2022-02-05 02:07:03
610,Dongli,CN,23.5656,116.8194,54.34,74,100,6.08,overcast clouds,2022-02-05 02:07:03
611,Luderitz,NA,-26.6481,15.1594,67.84,73,86,4.43,overcast clouds,2022-02-05 02:07:03
612,Nemuro,JP,43.3236,145.575,25.36,67,5,14.76,clear sky,2022-02-05 02:07:04
613,Concepcion Del Oro,MX,24.6333,-101.4167,43.21,53,5,8.55,clear sky,2022-02-05 02:07:04
614,Sheridan,US,44.8333,-106.9173,39.38,60,0,4.61,clear sky,2022-02-05 02:07:05
615,Leshukonskoye,RU,64.8989,45.7622,-9.92,100,99,4.03,overcast clouds,2022-02-05 02:07:05
616,Omboue,GA,-1.5746,9.2618,77.0,84,88,5.88,overcast clouds,2022-02-05 02:07:06
617,Ternate,ID,0.8,127.4,84.27,71,100,5.64,overcast clouds,2022-02-05 02:07:06
618,Nelson Bay,AU,-32.7167,152.15,76.08,60,43,4.0,scattered clouds,2022-02-05 02:07:07
619,Pangody,RU,65.85,74.4859,10.31,96,100,6.33,overcast clouds,2022-02-05 02:07:07
620,Praia,CV,14.9215,-23.5087,70.34,78,0,16.11,clear sky,2022-02-05 02:07:07
621,Pshekhskaya,RU,44.696,39.7967,30.72,93,88,10.56,overcast clouds,2022-02-05 02:07:08
622,Kutum,SD,14.2,24.6667,51.87,28,0,10.71,clear sky,2022-02-05 02:07:08
623,Sampit,ID,-2.5333,112.95,81.46,83,100,2.08,overcast clouds,2022-02-05 02:07:09
624,Tual,ID,-5.6667,132.75,83.75,78,100,17.56,overcast clouds,2022-02-05 02:07:09
625,Nuuk,GL,64.1835,-51.7216,7.41,78,75,11.5,light shower snow,2022-02-05 02:07:10
626,Winslow,US,35.0242,-110.6974,33.3,23,0,3.44,clear sky,2022-02-05 02:04:48
627,Bonavista,CA,48.6499,-53.1147,29.12,94,100,22.19,snow,2022-02-05 02:07:10
628,Svetlyy,RU,54.675,20.1347,42.85,93,100,19.64,overcast clouds,2022-02-05 02:07:10
629,Honningsvag,NO,70.9821,25.9704,20.75,79,99,29.8,overcast clouds,2022-02-05 02:07:11
630,Srikakulam,IN,18.3,83.9,67.39,58,40,8.16,scattered clouds,2022-02-05 02:07:11
631,Tahoua,NE,14.8888,5.2692,58.71,18,0,14.94,clear sky,2022-02-05 02:07:12
632,Feicheng,CN,35.2606,117.9675,32.54,20,7,4.83,clear sky,2022-02-05 02:07:12
633,Brufut,GM,13.3814,-16.7518,66.29,77,0,0.0,clear sky,2022-02-05 02:07:12
634,Usinsk,RU,65.9939,57.5281,-4.63,100,97,4.92,overcast clouds,2022-02-05 02:07:13
635,Muzhi,RU,65.3667,64.6667,2.77,85,6,7.63,clear sky,2022-02-05 02:04:16
636,Hovd,MN,48.0056,91.6419,-11.22,78,7,3.22,clear sky,2022-02-05 02:07:08
637,Sohag,EG,26.557,31.6948,47.91,60,5,7.05,clear sky,2022-02-05 02:07:13
638,Bomet,KE,-0.7813,35.3416,52.63,86,85,1.74,overcast clouds,2022-02-05 02:07:14
639,Juneau,US,58.3019,-134.4197,37.85,95,100,0.0,mist,2022-02-05 02:07:14
640,Antalaha,MG,-14.9003,50.2788,76.35,79,100,4.79,overcast clouds,2022-02-05 02:07:14
641,Barcelona,ES,41.3888,2.159,55.54,86,40,1.01,mist,2022-02-05 02:04:51
642,Hokitika,NZ,-42.7167,170.9667,62.67,79,100,6.53,overcast clouds,2022-02-05 02:07:15
643,Noshiro,JP,40.2039,140.0242,28.18,75,99,16.93,light snow,2022-02-05 02:07:16
644,Gazojak,TM,41.1875,61.4036,43.9,41,98,16.62,overcast clouds,2022-02-05 02:07:16
645,Eenhana,NA,-17.4667,16.3333,66.34,91,100,3.09,light rain,2022-02-05 02:07:17
646,Henderson,US,36.0397,-114.9819,52.9,22,0,11.5,clear sky,2022-02-05 02:06:48
647,Jiaozhou,CN,36.2839,120.0033,29.53,32,0,15.19,clear sky,2022-02-05 02:07:17
648,Tarazona,ES,41.9,-1.7333,46.99,72,100,8.3,overcast clouds,2022-02-05 02:07:17
649,Bitung,ID,1.4451,125.1824,88.65,72,100,9.42,overcast clouds,2022-02-05 02:07:18
650,Jiwani,PK,25.05,61.7417,70.14,59,0,12.62,clear sky,2022-02-05 02:07:18
651,Hamilton,US,39.1834,-84.5333,20.64,79,100,8.05,overcast clouds,2022-02-05 02:04:48
652,Nevelsk,RU,46.6733,141.8633,16.23,85,100,22.84,light snow,2022-02-05 02:07:19
653,Zyryanka,RU,65.75,150.85,-30.15,98,100,1.48,overcast clouds,2022-02-05 02:07:19
654,Turinsk,RU,58.0458,63.696,19.35,95,100,5.57,overcast clouds,2022-02-05 02:07:20
655,Benjamin Aceval,PY,-24.9667,-57.5667,77.59,86,54,5.59,very heavy rain,2022-02-05 02:08:20
656,Capao Da Canoa,BR,-29.7456,-50.0097,73.29,92,55,1.9,broken clouds,2022-02-05 02:08:21
657,Auki,SB,-8.7676,160.7034,84.4,74,100,7.74,overcast clouds,2022-02-05 02:08:21
658,Qui Nhon,VN,13.7667,109.2333,74.77,85,80,19.13,broken clouds,2022-02-05 02:08:21
659,Turukhansk,RU,65.8167,87.9833,12.6,94,100,13.27,light snow,2022-02-05 02:08:22
660,Hanna,CA,51.6334,-111.9018,26.85,84,100,4.0,overcast clouds,2022-02-05 02:08:22
661,Arcoverde,BR,-8.4189,-37.0539,69.53,82,67,6.82,broken clouds,2022-02-05 02:08:23
662,Limbang,MY,4.75,115.0,82.51,68,100,2.28,overcast clouds,2022-02-05 02:08:23
663,Hammerfest,NO,70.6634,23.6821,18.05,73,100,10.36,overcast clouds,2022-02-05 02:08:23
664,Padang,ID,-0.9492,100.3543,75.25,79,83,2.08,broken clouds,2022-02-05 02:08:24
665,Itambacuri,BR,-18.0311,-41.685,71.65,99,100,4.85,overcast clouds,2022-02-05 02:08:24
666,Ikom,NG,5.9667,8.7063,69.73,34,4,1.16,clear sky,2022-02-05 02:08:25
667,Ubinskoye,RU,55.3068,79.6802,10.83,85,100,11.01,overcast clouds,2022-02-05 02:08:25
668,Hami,CN,42.8,93.45,23.79,35,100,1.81,overcast clouds,2022-02-05 02:08:26
669,Huilong,CN,31.8111,121.655,39.97,50,20,14.72,few clouds,2022-02-05 02:08:26
670,Hualmay,PE,-11.0964,-77.6139,69.96,84,35,8.93,scattered clouds,2022-02-05 02:08:26
671,Ouadda,CF,8.0777,22.4007,72.05,19,69,8.68,broken clouds,2022-02-05 02:08:27
672,Trinidad,BO,-14.8333,-64.9,75.31,93,100,6.13,heavy intensity rain,2022-02-05 02:08:27
673,Pathein,MM,16.7833,94.7333,77.92,62,98,1.57,overcast clouds,2022-02-05 02:08:28
674,Axim,GH,4.8699,-2.2405,78.22,84,0,5.61,clear sky,2022-02-05 02:08:28
675,Mazamari,PE,-11.3258,-74.5308,70.5,95,58,1.97,broken clouds,2022-02-05 02:08:29
676,Chicama,PE,-7.8447,-79.1469,71.53,74,47,6.26,scattered clouds,2022-02-05 02:08:29
677,Chino Valley,US,34.7575,-112.4538,43.16,24,0,4.61,clear sky,2022-02-05 02:08:29
678,Bathsheba,BB,13.2167,-59.5167,77.61,69,40,12.66,scattered clouds,2022-02-05 02:08:30
679,Celestun,MX,20.8667,-90.4,74.55,88,2,16.49,clear sky,2022-02-05 02:08:30
680,Hobyo,SO,5.3505,48.5268,74.57,71,19,14.23,few clouds,2022-02-05 02:06:15
681,Kousseri,CM,12.0769,15.0306,63.43,19,61,11.92,broken clouds,2022-02-05 02:08:31
682,Coromandel,BR,-18.4733,-47.2003,67.46,91,90,2.66,overcast clouds,2022-02-05 02:08:31
683,Aksarayskiy,RU,46.7924,48.0119,33.75,90,100,15.86,overcast clouds,2022-02-05 02:08:32
684,Mizan Teferi,ET,6.9833,35.5833,66.15,67,98,1.23,overcast clouds,2022-02-05 02:08:32
685,Goderich,CA,43.7501,-81.7165,13.91,93,100,8.14,overcast clouds,2022-02-05 02:04:19
686,Boguchany,RU,58.3814,97.4531,18.77,93,100,8.5,light snow,2022-02-05 02:08:33
687,Moerai,PF,-22.4333,-151.3333,79.05,74,28,15.88,scattered clouds,2022-02-05 02:08:33
688,Totness,SR,5.8833,-56.3167,75.74,90,100,8.32,overcast clouds,2022-02-05 02:08:34
689,Kozhva,RU,65.1073,57.0459,1.98,98,100,3.62,overcast clouds,2022-02-05 02:08:34
690,Birao,CF,10.2849,22.7882,69.98,15,56,12.82,broken clouds,2022-02-05 02:08:34
691,Petropavlovka,RU,50.6114,105.3196,4.51,89,100,4.16,overcast clouds,2022-02-05 02:08:35
692,Horta,PT,38.5333,-28.6333,57.9,83,44,13.49,scattered clouds,2022-02-05 02:08:35
693,Burns Lake,CA,54.2331,-125.7533,36.23,81,100,7.18,overcast clouds,2022-02-05 02:08:36
694,Inirida,CO,3.8653,-67.9239,74.75,90,50,2.44,scattered clouds,2022-02-05 02:08:36
695,Collie,AU,-33.3667,116.15,100.38,10,1,9.93,clear sky,2022-02-05 02:08:36
696,Anaconda,US,46.1285,-112.9423,38.39,82,99,8.79,overcast clouds,2022-02-05 02:08:37
697,Vao,NC,-22.6667,167.4833,80.28,87,100,11.88,heavy intensity rain,2022-02-05 02:08:37
698,Kudat,MY,6.8837,116.8477,81.5,74,66,11.03,broken clouds,2022-02-05 02:08:38
699,Tabuleiro Do Norte,BR,-5.2467,-38.1306,78.89,74,98,7.27,overcast clouds,2022-02-05 02:08:38
700,Puno,PE,-15.8333,-70.0333,47.41,69,100,4.16,light rain,2022-02-05 02:08:38
701,Grand-Santi,GF,4.25,-54.3833,72.3,99,100,2.33,overcast clouds,2022-02-05 02:08:39
702,Arlit,NE,18.7369,7.3853,56.3,23,0,7.49,clear sky,2022-02-05 02:08:39
703,Atar,MR,20.5169,-13.0499,69.13,12,30,5.41,scattered clouds,2022-02-05 02:09:40
704,Katobu,ID,-4.9408,122.5276,86.23,62,100,5.73,overcast clouds,2022-02-05 02:09:40
705,Chapais,CA,49.7834,-74.8492,-9.67,95,100,3.71,overcast clouds,2022-02-05 02:09:40
706,Sol-Iletsk,RU,51.1631,54.9918,24.75,88,100,11.32,overcast clouds,2022-02-05 02:09:41
